"TimePeriod","GeoTypeDesc","GeoID","GeoRank","Geography","Number","Estimated annual rate per 10,000","Age-adjusted rate per 10,000"
"2021","UHF 42","303","4","East Harlem","87","9.7","9.5"
"2021","UHF 42","304","4","Upper West Side","39","2.1","2.3"
"2021","UHF 42","305","4","Upper East Side","29","1.7","1.8"
"2021","UHF 42","306","4","Chelsea - Clinton","49","3.6","3.6"
"2021","UHF 42","307","4","Gramercy Park - Murray Hill","21","1.8","2.0"
"2021","UHF 42","308","4","Greenwich Village - SoHo","5*","0.7*","0.9*"
"2021","UHF 42","309","4","Union Square - Lower East Side","81","5.1","4.9"
"2021","UHF 42","310","4","Lower Manhattan","12","2.3","2.7"
"2021","UHF 42","401","4","Long Island City - Astoria","51","3.0","3.0"
"2021","UHF 42","402","4","West Queens","120","3.3","3.2"
"2021","UHF 42","403","4","Flushing - Clearview","40","1.9","1.8"
"2021","UHF 42","404","4","Bayside - Little Neck","20","2.7","2.4"
"2021","UHF 42","405","4","Ridgewood - Forest Hills","40","1.9","1.8"
"2021","UHF 42","406","4","Fresh Meadows","32","4.1","4.0"
"2021","UHF 42","407","4","Southwest Queens","104","4.7","4.6"
"2021","UHF 42","408","4","Jamaica","189","7.2","7.0"
"2021","UHF 42","409","4","Southeast Queens","85","4.8","4.5"
"2021","UHF 42","410","4","Rockaways","42","4.2","4.1"
"2021","UHF 42","501","4","Port Richmond","25","4.7","4.7"
"2021","UHF 42","502","4","Stapleton - St. George","70","6.9","6.7"
"2021","UHF 42","503","4","Willowbrook","15","2.0","1.7"
"2021","UHF 42","504","4","South Beach - Tottenville","38","2.4","2.3"
"2020","UHF 42","101","4","Kingsbridge - Riverdale","28","3.7","3.4"
"2020","UHF 42","102","4","Northeast Bronx","159","9.6","9.0"
"2020","UHF 42","103","4","Fordham - Bronx Pk","266","13.1","13.4"
"2020","UHF 42","104","4","Pelham - Throgs Neck","268","11.3","10.8"
"2020","UHF 42","105","4","Crotona -Tremont","253","16.1","16.6"
"2020","UHF 42","106","4","High Bridge - Morrisania","288","17.8","17.8"
"2020","UHF 42","107","4","Hunts Point - Mott Haven","221","21.4","21.6"
"2020","UHF 42","201","4","Greenpoint","28","2.4","2.9"
"2020","UHF 42","202","4","Downtown - Heights - Slope","79","3.5","4.1"
"2020","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","218","7.9","8.0"
"2020","UHF 42","204","4","East New York","130","8.6","8.5"
"2020","UHF 42","205","4","Sunset Park","34","3.5","3.7"
"2020","UHF 42","206","4","Borough Park","51","2.1","2.0"
"2020","UHF 42","207","4","East Flatbush - Flatbush","167","6.9","6.6"
"2020","UHF 42","208","4","Canarsie - Flatlands","87","5.2","5.0"
"2020","UHF 42","209","4","Bensonhurst - Bay Ridge","25","1.5","1.3"
"2020","UHF 42","210","4","Coney Island - Sheepshead Bay","93","3.9","3.5"
"2020","UHF 42","211","4","Williamsburg - Bushwick","118","6.7","7.3"
"2020","UHF 42","301","4","Washington Heights","108","4.8","4.7"
"2020","UHF 42","302","4","Central Harlem - Morningside Heights","133","8.8","9.1"
"2020","UHF 42","303","4","East Harlem","95","10.3","10.3"
"2020","UHF 42","304","4","Upper West Side","51","2.6","2.3"
"2020","UHF 42","305","4","Upper East Side","34","1.8","1.6"
"2020","UHF 42","306","4","Chelsea - Clinton","44","2.9","3.1"
"2020","UHF 42","307","4","Gramercy Park - Murray Hill","19","1.5","1.5"
"2020","UHF 42","308","4","Greenwich Village - SoHo","4*","0.5*","0.6*"
"2020","UHF 42","309","4","Union Square - Lower East Side","58","3.4","3.4"
"2020","UHF 42","310","4","Lower Manhattan","9*","1.6*","1.9*"
"2020","UHF 42","401","4","Long Island City - Astoria","42","2.3","2.5"
"2020","UHF 42","402","4","West Queens","112","3.0","2.9"
"2020","UHF 42","403","4","Flushing - Clearview","46","2.1","1.9"
"2020","UHF 42","404","4","Bayside - Little Neck","9*","1.2*","0.9*"
"2020","UHF 42","405","4","Ridgewood - Forest Hills","52","2.4","2.2"
"2020","UHF 42","406","4","Fresh Meadows","23","2.8","2.8"
"2020","UHF 42","407","4","Southwest Queens","84","3.7","3.6"
"2020","UHF 42","408","4","Jamaica","130","4.9","4.6"
"2020","UHF 42","409","4","Southeast Queens","79","4.4","4.1"
"2020","UHF 42","410","4","Rockaways","51","4.9","4.9"
"2020","UHF 42","501","4","Port Richmond","23","4.3","4.4"
"2020","UHF 42","502","4","Stapleton - St. George","65","6.4","6.0"
"2020","UHF 42","503","4","Willowbrook","20","2.7","2.6"
"2020","UHF 42","504","4","South Beach - Tottenville","31","2.0","1.8"
"2019","UHF 42","101","4","Kingsbridge - Riverdale","61","7.7","7.5"
"2019","UHF 42","102","4","Northeast Bronx","325","19.2","18.2"
"2019","UHF 42","103","4","Fordham - Bronx Pk","438","21.1","21.9"
"2019","UHF 42","104","4","Pelham - Throgs Neck","429","17.7","17.2"
"2019","UHF 42","105","4","Crotona -Tremont","380","23.2","24.0"
"2019","UHF 42","106","4","High Bridge - Morrisania","486","29.3","29.2"
"2019","UHF 42","107","4","Hunts Point - Mott Haven","347","32.5","33.2"
"2019","UHF 42","201","4","Greenpoint","45","3.8","4.5"
"2019","UHF 42","202","4","Downtown - Heights - Slope","159","7.2","8.3"
"2019","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","324","11.8","12.2"
"2019","UHF 42","204","4","East New York","226","15.2","15.1"
"2019","UHF 42","205","4","Sunset Park","61","6.3","6.8"
"2019","UHF 42","206","4","Borough Park","73","3.0","2.9"
"2019","UHF 42","207","4","East Flatbush - Flatbush","193","7.9","7.5"
"2019","UHF 42","208","4","Canarsie - Flatlands","157","9.2","8.6"
"2019","UHF 42","209","4","Bensonhurst - Bay Ridge","48","2.8","2.6"
"2019","UHF 42","210","4","Coney Island - Sheepshead Bay","116","4.8","4.1"
"2019","UHF 42","211","4","Williamsburg - Bushwick","186","10.7","11.6"
"2019","UHF 42","301","4","Washington Heights","168","7.3","7.2"
"2019","UHF 42","302","4","Central Harlem - Morningside Heights","223","14.4","15.3"
"2019","UHF 42","303","4","East Harlem","147","15.6","15.5"
"2019","UHF 42","304","4","Upper West Side","55","2.8","2.7"
"2019","UHF 42","305","4","Upper East Side","36","1.9","2.2"
"2019","UHF 42","306","4","Chelsea - Clinton","69","4.4","4.6"
"2019","UHF 42","307","4","Gramercy Park - Murray Hill","40","3.0","3.3"
"2019","UHF 42","308","4","Greenwich Village - SoHo","5*","0.6*","0.7*"
"2019","UHF 42","309","4","Union Square - Lower East Side","91","5.3","5.2"
"2019","UHF 42","310","4","Lower Manhattan","23","3.9","5.2"
"2019","UHF 42","401","4","Long Island City - Astoria","85","4.7","5.3"
"2019","UHF 42","402","4","West Queens","215","5.7","5.7"
"2019","UHF 42","403","4","Flushing - Clearview","65","3.0","2.6"
"2019","UHF 42","404","4","Bayside - Little Neck","23","3.1","2.8"
"2019","UHF 42","405","4","Ridgewood - Forest Hills","100","4.6","4.2"
"2019","UHF 42","406","4","Fresh Meadows","56","6.8","6.5"
"2019","UHF 42","407","4","Southwest Queens","150","6.6","6.3"
"2019","UHF 42","408","4","Jamaica","262","9.9","9.4"
"2019","UHF 42","409","4","Southeast Queens","138","7.6","7.0"
"2019","UHF 42","410","4","Rockaways","65","6.4","6.2"
"2019","UHF 42","501","4","Port Richmond","63","11.5","11.4"
"2019","UHF 42","502","4","Stapleton - St. George","100","9.7","9.6"
"2019","UHF 42","503","4","Willowbrook","41","5.3","5.0"
"2019","UHF 42","504","4","South Beach - Tottenville","67","4.2","3.9"
"2018","UHF 42","101","4","Kingsbridge - Riverdale","79","10.5","10.2"
"2018","UHF 42","102","4","Northeast Bronx","295","18.4","17.2"
"2018","UHF 42","103","4","Fordham - Bronx Pk","507","25.7","27.8"
"2018","UHF 42","104","4","Pelham - Throgs Neck","487","20.9","21.0"
"2018","UHF 42","105","4","Crotona -Tremont","469","30.5","31.4"
"2018","UHF 42","106","4","High Bridge - Morrisania","510","32.2","32.5"
"2018","UHF 42","107","4","Hunts Point - Mott Haven","425","41.7","42.4"
"2018","UHF 42","201","4","Greenpoint","54","5.0","6.3"
