"TimePeriod","GeoTypeDesc","GeoID","GeoRank","Geography","Mean ppb","10th percentile ppb","90th percentile ppb"
"Summer 2020","UHF 42","307","4","Gramercy Park - Murray Hill","27.6","26.2","29.2"
"Summer 2020","UHF 42","308","4","Greenwich Village - SoHo","28.5","27.6","29.3"
"Summer 2020","UHF 42","309","4","Union Square - Lower East Side","28.9","27.7","30.3"
"Summer 2020","UHF 42","310","4","Lower Manhattan","27.7","26.4","29.0"
"Summer 2020","UHF 42","401","4","Long Island City - Astoria","31.0","29.5","32.1"
"Summer 2020","UHF 42","402","4","West Queens","30.9","29.4","32.1"
"Summer 2020","UHF 42","403","4","Flushing - Clearview","31.6","30.3","32.7"
"Summer 2020","UHF 42","404","4","Bayside - Little Neck","30.4","28.4","31.8"
"Summer 2020","UHF 42","405","4","Ridgewood - Forest Hills","30.2","29.0","31.3"
"Summer 2020","UHF 42","406","4","Fresh Meadows","30.5","29.4","31.7"
"Summer 2020","UHF 42","407","4","Southwest Queens","29.7","28.8","30.6"
"Summer 2020","UHF 42","408","4","Jamaica","29.5","28.6","30.3"
"Summer 2020","UHF 42","409","4","Southeast Queens","30.0","28.8","31.0"
"Summer 2020","UHF 42","410","4","Rockaways","31.5","29.7","33.5"
"Summer 2020","UHF 42","501","4","Port Richmond","27.0","25.6","28.1"
"Summer 2020","UHF 42","502","4","Stapleton - St. George","28.3","26.4","30.2"
"Summer 2020","UHF 42","503","4","Willowbrook","27.7","24.7","30.1"
"Summer 2020","UHF 42","504","4","South Beach - Tottenville","29.6","27.0","32.0"
"Summer 2019","UHF 42","101","4","Kingsbridge - Riverdale","28.4","26.8","30.0"
"Summer 2019","UHF 42","102","4","Northeast Bronx","30.3","29.4","31.2"
"Summer 2019","UHF 42","103","4","Fordham - Bronx Pk","29.6","28.5","30.7"
"Summer 2019","UHF 42","104","4","Pelham - Throgs Neck","30.9","29.4","32.6"
"Summer 2019","UHF 42","105","4","Crotona -Tremont","29.1","27.7","30.2"
"Summer 2019","UHF 42","106","4","High Bridge - Morrisania","28.6","27.5","29.6"
"Summer 2019","UHF 42","107","4","Hunts Point - Mott Haven","29.6","27.8","32.0"
"Summer 2019","UHF 42","201","4","Greenpoint","27.8","26.7","28.8"
"Summer 2019","UHF 42","202","4","Downtown - Heights - Slope","27.6","26.1","29.2"
"Summer 2019","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","30.5","28.7","32.0"
"Summer 2019","UHF 42","204","4","East New York","32.6","31.3","34.0"
"Summer 2019","UHF 42","205","4","Sunset Park","28.8","27.2","30.5"
"Summer 2019","UHF 42","206","4","Borough Park","30.6","29.4","32.0"
"Summer 2019","UHF 42","207","4","East Flatbush - Flatbush","31.4","30.1","32.5"
"Summer 2019","UHF 42","208","4","Canarsie - Flatlands","34.0","32.0","37.1"
"Summer 2019","UHF 42","209","4","Bensonhurst - Bay Ridge","30.8","28.8","32.8"
"Summer 2019","UHF 42","210","4","Coney Island - Sheepshead Bay","33.3","32.0","35.2"
"Summer 2019","UHF 42","211","4","Williamsburg - Bushwick","29.3","27.7","30.8"
"Summer 2019","UHF 42","301","4","Washington Heights","27.7","25.7","29.5"
"Summer 2019","UHF 42","302","4","Central Harlem - Morningside Heights","27.1","25.8","28.2"
"Summer 2019","UHF 42","303","4","East Harlem","27.5","26.3","28.5"
"Summer 2019","UHF 42","304","4","Upper West Side","25.6","24.3","26.7"
"Summer 2019","UHF 42","305","4","Upper East Side","25.9","24.4","27.8"
"Summer 2019","UHF 42","306","4","Chelsea - Clinton","23.8","22.2","25.6"
"Summer 2019","UHF 42","307","4","Gramercy Park - Murray Hill","24.0","22.4","25.8"
"Summer 2019","UHF 42","308","4","Greenwich Village - SoHo","25.0","24.0","25.9"
"Summer 2019","UHF 42","309","4","Union Square - Lower East Side","25.7","24.4","27.1"
"Summer 2019","UHF 42","310","4","Lower Manhattan","24.7","23.3","26.1"
"Summer 2019","UHF 42","401","4","Long Island City - Astoria","28.4","26.7","29.7"
"Summer 2019","UHF 42","402","4","West Queens","30.0","28.2","31.3"
"Summer 2019","UHF 42","403","4","Flushing - Clearview","31.3","29.9","32.5"
"Summer 2019","UHF 42","404","4","Bayside - Little Neck","31.7","30.0","33.0"
"Summer 2019","UHF 42","405","4","Ridgewood - Forest Hills","31.3","29.9","32.7"
"Summer 2019","UHF 42","406","4","Fresh Meadows","31.8","30.6","32.9"
"Summer 2019","UHF 42","407","4","Southwest Queens","33.3","31.9","34.8"
"Summer 2019","UHF 42","408","4","Jamaica","32.8","31.6","34.0"
"Summer 2019","UHF 42","409","4","Southeast Queens","33.4","32.0","34.8"
"Summer 2019","UHF 42","410","4","Rockaways","37.4","36.0","39.5"
"Summer 2019","UHF 42","501","4","Port Richmond","27.3","26.1","28.4"
"Summer 2019","UHF 42","502","4","Stapleton - St. George","29.1","26.4","31.7"
"Summer 2019","UHF 42","503","4","Willowbrook","28.8","25.6","31.2"
"Summer 2019","UHF 42","504","4","South Beach - Tottenville","30.1","26.9","32.5"
"Summer 2018","UHF 42","101","4","Kingsbridge - Riverdale","29.8","28.2","31.4"
"Summer 2018","UHF 42","102","4","Northeast Bronx","31.2","30.2","32.1"
